gene	divergence	chrom	start
SCN4B	0.0	NC_071452.1	15573514
SCN7A	0.0	NC_071447.1	59950501
SCN8A	0.0	NC_071450.1	64126918
SCN9A	0.0	NC_071447.1	60168880
SCO1	0.0	NC_071446.1	73275298
SCP2	0.0	NC_071448.1	87162437
SCP2D1	0.000292227	NC_071446.1	23682366
SCRIB	0.0	NC_071457.1	52132200
SCRN1	0.0	NC_071449.1	25574494
SCRN3	0.0	NC_071447.1	51829041
SCUBE2	0.0	NC_071452.1	71610138
SCYL2	0.0	NC_071450.1	99943619
SCYL3	0.0011040862962962963	NC_071459.1	26133741
SDC2	0.00162075	NC_071457.1	29065758
SDC4	0.0003179143333333333	NC_071446.1	38675525
SDCCAG8	0.0	NC_071460.1	39051282
SDE2	0.0	NC_071460.1	19357955
SDF4	0.0	NC_071448.1	36616511
SDHAF1	0.0	NC_071463.1	30686909
SDHAF4	0.0	NC_071445.1	71767653
SDK1	0.0	NC_071443.1	16238566
SDK2	0.0019841275	NC_071446.1	125414352
SDR16C5	0.0	NC_071457.1	11002608
SDR39U1	0.0	NC_071451.1	54557734
SDS	0.0	NC_071450.1	112861743
SEBOX	0.0	NC_071446.1	101289339
SEC11C	0.0017331	NC_071454.1	97195485
SEC14L1	0.0	NC_071446.1	129142309
SEC14L2	0.0	NC_071442.1	198136262
SEC16B	0.000827815	NC_071459.1	18805209
SEC23IP	0.0013089	NC_071453.1	109531765
SEC24B	0.0	NC_071444.1	83906994
SEC24C	0.0	NC_071453.1	52889219
SEC24D	0.0	NC_071444.1	74874203
SEC61A1	0.0	NC_071456.1	68025067
SECISBP2	0.0	NC_071442.1	72486174
SECISBP2L	0.0	NC_071451.1	32592333
SEH1L	0.0	NC_071454.1	44486333
SEL1L2	0.0	NC_071446.1	18851461
SEL1L3	0.0	NC_071444.1	164239017
SELENOM	0.0	NC_071442.1	198745773
SEM1	0.0	NC_071449.1	50225516
SEMA3A	0.0	NC_071449.1	63080878
SEMA3B	0.0	NC_071456.1	26604931
SEMA3C	0.0	NC_071449.1	66401489
SEMA3D	0.00019440125	NC_071449.1	62021523
SEMA3F	0.0	NC_071456.1	26497814
SEMA4D	0.0	NC_071442.1	72508681
SEMA5A	0.00483092	NC_071443.1	193278221
SEMA5B	0.0	NC_071456.1	74117239
SEMA6A	0.0	NC_071443.1	90110826
SEMA6D	0.0	NC_071451.1	31187017
SENP5	0.00110895	NC_071456.1	18970182
SEPTIN11	0.0	NC_071444.1	117185021
SEPTIN6	0.0	NC_071464.1	111586741
SEPTIN7	0.0001892148	NC_071449.1	3819504
SEPTIN8	5.7797627118644065e-05	NC_071443.1	72478088
SEPTIN9	0.0	NC_071446.1	129394534
SERGEF	0.0	NC_071452.1	80522713
SERINC1	0.0	NC_071445.1	125058672
SERINC2	0.00302002	NC_071448.1	65170531
SERPINA12	0.00022735000000000002	NC_071451.1	125223849
SERPINB2	0.0	NC_071454.1	101834130
SERPINB7	0.0	NC_071454.1	101732554
SERPINF2	0.000985222	NC_071446.1	62575696
SERPINH1	0.0	NC_071452.1	62091959
SERPINI1	0.0	NC_071458.1	12264217
SERPINI2	0.0	NC_071458.1	12612640
SERTAD4	0.00022612914285714285	NC_071460.1	15072066
SESTD1	0.0019267800000000001	NC_071447.1	47124431
SETBP1	0.0	NC_071454.1	82728830
SETD2	4.59032e-05	NC_071456.1	23431099
SETD3	0.0	NC_071451.1	130193904
SETD5	0.0	NC_071456.1	60600232
SETDB2	0.0	NC_071442.1	65787333
SETMAR	0.0	NC_071456.1	55293801
SETX	0.0	NC_071442.1	177902900
SEZ6	0.0	NC_071446.1	100694236
SEZ6L2	0.0	NC_071453.1	27425002
SF1	0.00010018064516129032	NC_071452.1	118603300
SF3B1	0.0	NC_071447.1	114866541
SF3B2	0.0	NC_071452.1	119901271
SF3B5	0.0	NC_071445.1	146941086
SFMBT2	0.0	NC_071448.1	4882254
SFN	0.0	NC_071448.1	60609567
SFPQ	0.0	NC_071448.1	68845140
SFRP5	0.0	NC_071453.1	87229932
SFSWAP	0.0	NC_071450.1	131384066
SFTPC	0.005975785	NC_071454.1	16209418
SFXN1	0.0	NC_071443.1	64699769
SFXN2	0.00225008	NC_071453.1	92361740
SFXN3	0.0021397760000000004	NC_071453.1	90645986
SGCB	0.00024224775	NC_071444.1	140686157
SGCG	0.00158437	NC_071446.1	138938775
SGCZ	0.00134831	NC_071454.1	24513684
SGIP1	0.0	NC_071448.1	101013243
SGK1	0.0	NC_071445.1	136945508
SGK3	0.0	NC_071457.1	20923536
SGMS1	0.0002213622549019608	NC_071453.1	76276910
SGMS2	0.00011091810810810812	NC_071444.1	85605085
SGO1	0.00556586	NC_071458.1	51786943
SGPL1	0.0	NC_071453.1	55698241
SGPP2	0.00291121	NC_071447.1	140797992
SGSM1	0.0013605399999999997	NC_071442.1	192989918
SGSM2	0.0	NC_071446.1	61955822
SGTB	0.0	NC_071443.1	140528581
SH2B1	0.0	NC_071453.1	26876144
SH2B3	0.0	NC_071450.1	110777149
SH2D4A	0.0	NC_071454.1	19025408
SH2D4B	0.00046312333333333334	NC_071453.1	46489973
SH2D7	0.0	NC_071451.1	23012892
SH3BGRL2	0.0	NC_071445.1	81157868
SH3BGRL3	0.0010604096666666665	NC_071448.1	60020918
SH3BP2	0.0	NC_071444.1	186541668
SH3BP5	0.0	NC_071458.1	47161925
SH3BP5L	0.0	NC_071460.1	33921538
SH3D19	0.0	NC_071444.1	41639251
SH3GL2	0.0	NC_071442.1	121298885
SH3GLB1	0.000699055	NC_071448.1	121131807
SH3GLB2	0.0022277925925925928	NC_071442.1	174639486
SH3KBP1	0.0	NC_071464.1	18676213
SH3PXD2A	0.00458716	NC_071453.1	93336052
SH3RF1	0.0	NC_071444.1	20118995
SH3RF2	0.0	NC_071443.1	42604863
SH3TC2	0.001020408	NC_071443.1	45748626
SHANK2	0.0	NC_071452.1	124157571
SHANK3	0.000751135	NC_071442.1	216797632
SHB	0.000924215	NC_071442.1	141928556
SHC3	0.0	NC_071442.1	72161306
SHCBP1L	0.0	NC_071459.1	34786802
SHH	0.0010101	NC_071449.1	89757248
SHISA2	0.0015015	NC_071446.1	141351674
SHISA3	0.00170843	NC_071444.1	147563627
SHISA4	0.000359066	NC_071460.1	25040489
SHISA6	0.0022082006666666668	NC_071446.1	73852395
SHISA8	0.0016723233333333332	NC_071442.1	186953237
SHISAL1	0.0	NC_071442.1	184480329
SHLD2	0.0	NC_071453.1	39170617
SHMT2	9.290217391304348e-05	NC_071450.1	58905110
SHOC2	7.009671428571428e-05	NC_071453.1	100577388
SHPRH	0.0	NC_071445.1	148820035
SHROOM1	0.0013441605	NC_071443.1	72432607
SHROOM3	0.0	NC_071444.1	117427914
SHROOM4	0.00013636363636363637	NC_071464.1	49249815
SHTN1	0.0	NC_071453.1	106480891
SIAE	0.0	NC_071452.1	21985198
SIGLEC1	0.0	NC_071446.1	9100942
SIK3	0.0	NC_071452.1	14296782
SIMC1	0.00124533	NC_071443.1	67656664
SIPA1	0.0	NC_071452.1	119492067
SIPA1L1	0.0	NC_071451.1	102403789
SIPA1L2	0.00177162875	NC_071460.1	48811101
SIPA1L3	0.0	NC_071463.1	32232379
SIRT2	0.0	NC_071463.1	32992042
SIRT5	0.0	NC_071445.1	15627115
SIX6	0.0	NC_071451.1	91099750
SKA3	0.0	NC_071446.1	136951265
SKAP1	0.0	NC_071446.1	114186926
SKAP2	0.000187126	NC_071449.1	28741740
SKI	0.0	NC_071448.1	37538571
SKIC2	0.0	NC_071445.1	35603967
SKIC8	0.0	NC_071451.1	23210921
SKOR2	0.0	NC_071454.1	85294670
SKP1	0.0	NC_071443.1	70999389
SKP2	0.0	NC_071443.1	166228667
SLA	0.0005831329411764706	NC_071457.1	62622952
SLAIN1	0.0	NC_071442.1	36808449
SLAIN2	0.0	NC_071444.1	141577450
SLAMF6	0.00094697	NC_071459.1	13979837
SLC10A1	0.0	NC_071451.1	100658926
SLC10A6	0.0001798562	NC_071444.1	106890124
SLC10A7	0.000617665	NC_071444.1	46544983
SLC12A1	0.0010905128571428572	NC_071451.1	31669078
SLC12A2	0.0	NC_071443.1	77708986
SLC12A4	0.0028538833333333334	NC_071461.1	22130006
SLC12A5	0.0	NC_071446.1	39280764
SLC12A8	0.0	NC_071456.1	71790423
SLC13A3	0.0013453155882352942	NC_071446.1	39834052
SLC13A4	0.0	NC_071449.1	108867833
SLC13A5	0.002083333	NC_071446.1	69275498
SLC14A2	0.0	NC_071454.1	83634213
SLC15A2	0.00304878	NC_071456.1	74977054
SLC15A3	0.0	NC_071452.1	114741219
SLC15A4	0.0009920633333333334	NC_071450.1	128381484
SLC16A10	0.000954996	NC_071445.1	113405800
SLC16A11	0.0	NC_071446.1	69676549
SLC16A12	0.0001488096	NC_071453.1	78753968
SLC16A13	0.0	NC_071446.1	69671033
SLC16A2	0.0	NC_071464.1	68994328
SLC16A3	0.0	NC_071446.1	133954289
SLC16A7	0.0	NC_071450.1	56192244
SLC17A3	2.332525e-05	NC_071445.1	3376766
SLC17A5	0.0	NC_071445.1	74783526
SLC17A6	0.0	NC_071452.1	84794817
SLC17A9	0.0005820302564102564	NC_071446.1	56208947
SLC18A2	0.00045495999999999997	NC_071453.1	106854929
SLC19A3	0.0008145692307692308	NC_071447.1	145801173
SLC1A1	0.0	NC_071442.1	107990390
SLC1A2	0.0	NC_071452.1	97387448
SLC1A3	0.0001236322857142857	NC_071443.1	165672875
SLC1A7	0.0	NC_071448.1	87307031
SLC20A2	0.0019239255000000001	NC_071454.1	40741840
SLC22A16	0.00047081000000000005	NC_071445.1	112692605
SLC22A17	0.0	NC_071451.1	53513642
SLC22A2	0.0017543860000000001	NC_071445.1	163230216
SLC22A23	0.0	NC_071445.1	25796900
SLC22A3	0.004329	NC_071445.1	163401136
SLC22A8	0.0	NC_071452.1	117049817
SLC23A2	0.0	NC_071446.1	10299241
SLC23A3	0.0	NC_071447.1	137392793
SLC24A2	0.0	NC_071442.1	123376848
SLC24A3	0.0	NC_071446.1	24571114
SLC24A4	0.0	NC_071451.1	123060503
SLC24A5	0.0	NC_071451.1	31589630
SLC25A12	0.0	NC_071447.1	54548461
SLC25A13	0.0	NC_071449.1	50590498
SLC25A14	0.0	NC_071464.1	121910964
SLC25A20	0.0	NC_071456.1	25267684
SLC25A21	0.0	NC_071451.1	67174144
SLC25A22	0.0	NC_071452.1	127851192
SLC25A23	0.00020225164285714284	NC_071463.1	5702092
SLC25A24	0.0	NC_071448.1	135352287
SLC25A25	0.0	NC_071442.1	173771680
SLC25A26	0.0	NC_071456.1	41811524
SLC25A27	0.0	NC_071445.1	51252491
SLC25A31	0.0	NC_071444.1	65712488
SLC25A32	0.0	NC_071457.1	91721325
SLC25A40	0.0001945526	NC_071449.1	59130910
SLC25A48	0.00387597	NC_071443.1	32297707
SLC25A53	0.00746269	NC_071464.1	97005709
SLC26A10	0.0	NC_071450.1	58513649
SLC26A4	0.0	NC_071449.1	75465655
SLC26A5	0.0	NC_071449.1	71028683
SLC26A6	0.0	NC_071456.1	25027242
SLC26A7	0.00021340150000000003	NC_071457.1	34074490
SLC26A9	0.00087108	NC_071460.1	29620122
SLC27A2	0.0	NC_071451.1	33685217
SLC27A4	0.0	NC_071442.1	174009535
SLC27A6	0.0	NC_071443.1	76786921
SLC28A1	0.0	NC_071447.1	21816926
SLC28A2	8.175535211267606e-05	NC_071451.1	28494955
SLC29A3	0.0	NC_071453.1	55236661
SLC2A1	0.00139701375	NC_071448.1	76634160
SLC2A10	0.0004470128571428571	NC_071446.1	39927883
SLC2A12	0.0	NC_071445.1	136747789
SLC2A13	0.0	NC_071450.1	32302778
SLC2A5	0.0	NC_071448.1	43982885
SLC2A6	0.0	NC_071442.1	179164348
SLC2A9	0.0	NC_071444.1	180315586
SLC30A4	6.49562e-05	NC_071451.1	28734967
SLC30A5	0.0	NC_071443.1	137172813
SLC30A7	0.0	NC_071448.1	142213575
SLC31A1	0.0	NC_071442.1	158584215
SLC32A1	0.0	NC_071446.1	32153272
SLC34A2	0.0	NC_071444.1	164361612
SLC35C2	0.0	NC_071446.1	39592695
SLC35D1	0.00148968	NC_071448.1	101289698
SLC35E1	0.0	NC_071463.1	14828899
SLC35F1	0.0	NC_071445.1	120553035
SLC35F4	0.0	NC_071451.1	88100420
SLC35F5	0.00033101	NC_071447.1	94771342
SLC35G2	0.0	NC_071458.1	40495707
SLC36A1	0.000841987	NC_071443.1	48499361
SLC37A1	0.0002236135	NC_071462.1	46621207
SLC37A2	0.0007389157142857143	NC_071452.1	22431259
SLC38A1	5.4371454545454544e-05	NC_071450.1	25397376
SLC38A10	9.965622950819672e-05	NC_071446.1	133007576
SLC38A11	0.0008410080000000001	NC_071447.1	61498207
SLC38A2	0.0	NC_071450.1	25295564
SLC38A3	0.0	NC_071456.1	26545323
SLC38A4	0.0	NC_071450.1	24802132
SLC38A9	0.0	NC_071443.1	150965504
SLC39A11	0.0	NC_071446.1	124933756
SLC39A12	5.115534821428572e-05	NC_071448.1	17012014
SLC39A14	0.0	NC_071454.1	15959813
SLC39A8	0.0	NC_071444.1	91133868
SLC40A1	0.0	NC_071447.1	35964706
SLC41A2	0.0	NC_071450.1	104330883
SLC41A3	0.0	NC_071456.1	71242446
SLC43A2	0.0	NC_071446.1	62724231
SLC43A3	0.001369865	NC_071452.1	111753386
SLC44A1	0.0	NC_071442.1	150801205
SLC44A3	0.004950495	NC_071448.1	130026494
SLC44A4	0.0	NC_071445.1	35506444
SLC45A2	0.0	NC_071443.1	168116717
SLC45A4	0.0003039081818181818	NC_071457.1	54562044
SLC46A1	0.0	NC_071446.1	101257614
SLC47A1	0.0	NC_071446.1	79429791
SLC47A2	0.0	NC_071446.1	79611445
SLC49A4	0.0	NC_071456.1	74207847
SLC4A10	0.0	NC_071447.1	64500758
SLC4A3	0.0002613074444444445	NC_071447.1	137851142
SLC4A4	3.19991375e-05	NC_071444.1	122670132
SLC4A8	0.0	NC_071450.1	64384742
SLC52A3	0.0004477245294117647	NC_071446.1	6437377
SLC5A1	0.0	NC_071442.1	199663017
SLC5A10	0.0022988500000000003	NC_071446.1	78999261
SLC5A11	0.0	NC_071453.1	23274788
SLC5A12	0.0	NC_071452.1	88763528
SLC5A2	0.00100959	NC_071453.1	28782091
SLC5A3	0.000246914	NC_071462.1	38418337
SLC5A8	0.0	NC_071450.1	100743406
SLC5A9	2.2051514285714288e-05	NC_071448.1	82007395
SLC66A2	0.0	NC_071454.1	117213757
SLC6A1	8.492678021978021e-05	NC_071456.1	62104351
SLC6A11	0.0	NC_071456.1	61938876
SLC6A17	0.0	NC_071448.1	145310913
SLC6A2	0.0	NC_071461.1	10257041
SLC6A4	0.0	NC_071446.1	99453201
SLC6A5	0.0	NC_071452.1	83145174
SLC6A6	0.00083682	NC_071456.1	65350517
SLC6A9	0.0	NC_071448.1	77751869
SLC7A1	0.0038759666666666665	NC_071446.1	144849575
SLC7A14	0.0	NC_071458.1	9471101
SLC7A4	0.0	NC_071442.1	190198942
SLC7A5	0.0	NC_071461.1	42116766
SLC8A3	0.0002624901818181818	NC_071451.1	100910510
SLC8B1	0.0	NC_071450.1	112767286
SLC9A1	0.0	NC_071448.1	60906683
SLC9A7	0.0002765485	NC_071464.1	45966593
SLC9A8	0.0	NC_071446.1	43196070
SLC9A9	0.0	NC_071458.1	34196632
SLC9B1	0.0	NC_071444.1	90496213
SLC9B2	4.91835e-05	NC_071444.1	90431587
SLCO1A2	0.0	NC_071450.1	46261437
SLCO1B1	0.0016528919999999998	NC_071450.1	46452509
SLCO2A1	0.0	NC_071458.1	43271060
SLCO2B1	3.8616153846153845e-05	NC_071452.1	62461727
SLCO4A1	0.00063452	NC_071446.1	55924205
SLCO4C1	8.07754e-05	NC_071443.1	104907159
SLCO5A1	0.0	NC_071457.1	23799330
SLCO6A1	0.0	NC_071443.1	104774192
SLF1	0.0	NC_071443.1	112777043
SLF2	0.00012086071428571428	NC_071453.1	90485811
SLFN14	0.0017636714285714284	NC_071446.1	94894089
SLFN5	0.00046451075	NC_071446.1	94980234
SLIT1	0.0007754346153846154	NC_071453.1	86492991
SLIT2	0.0	NC_071444.1	169504212
SLIT3	0.0	NC_071443.1	29620029
SLITRK3	0.000219974	NC_071458.1	14327709
SLK	0.000138581	NC_071453.1	93648663
SLMAP	2.0968531468531466e-05	NC_071456.1	33399007
SLX4IP	0.0	NC_071446.1	15575597
SLX9	0.0	NC_071462.1	48834745
SMAD1	6.13732e-05	NC_071444.1	47505843
SMAD3	0.0024330899999999997	NC_071451.1	11730595
SMAD5	0.0	NC_071443.1	32588056
SMAD6	0.0	NC_071451.1	11246045
SMAD9	0.0	NC_071446.1	152145822
SMAP2	0.0	NC_071448.1	74029380
SMARCA2	0.0	NC_071442.1	105438037
SMARCA4	0.0	NC_071463.1	9789853
SMARCAL1	0.0	NC_071447.1	134748535
SMARCB1	0.0	NC_071442.1	189808546
SMARCC1	0.0009689925	NC_071456.1	24052962
SMC1A	0.0	NC_071464.1	52018037
SMC1B	0.0	NC_071442.1	212116787
SMC4	0.0	NC_071458.1	17950996
SMCO2	0.0	NC_071450.1	40210685
SMCO4	0.0	NC_071452.1	43588931
SMCR8	0.00138313	NC_071446.1	78750697
SMDT1	0.0	NC_071442.1	186767147
SMG5	0.0	NC_071459.1	10203337
SMG6	0.0	NC_071446.1	62155537
SMG7	0.0	NC_071459.1	35392750
SMG9	0.0	NC_071463.1	36823791
SMIM11	0.0	NC_071462.1	38705960
SMIM2	0.001718215	NC_071446.1	159464497
SMIM3	0.0001462845	NC_071443.1	47531621
SMIM35	0.0	NC_071452.1	15427896
SMIM36	0.0022779	NC_071446.1	106820840
SMIM5	0.004243454	NC_071446.1	127624278
SMIM8	0.0	NC_071445.1	89544149
SMO	0.0012129212000000001	NC_071449.1	115258752
SMOC1	0.0	NC_071451.1	100818704
SMOX	0.0	NC_071446.1	9601420
SMPD3	0.00065445	NC_071461.1	22562813
SMPDL3B	0.002331003333333333	NC_071448.1	61719953
SMTN	0.0	NC_071442.1	198722294
SMURF1	0.0	NC_071443.1	12605035
SMURF2	0.0	NC_071446.1	85849062
SMYD2	0.0	NC_071460.1	11063163
SMYD3	0.0	NC_071460.1	36172317
SNAI2	0.0005359066666666667	NC_071457.1	5718220
SNAP25	0.0	NC_071446.1	15238881
SNAP47	0.0	NC_071460.1	34918927
SNAP91	0.0	NC_071445.1	85292675
SNAPC3	0.0	NC_071442.1	118888881
SNAPC4	0.00015016239080459768	NC_071442.1	181931922
SNCAIP	0.0005298654166666666	NC_071443.1	83683869
SNCB	0.0	NC_071443.1	66377063
SND1	0.001179245	NC_071449.1	116155391
SNED1	0.0006373131506849315	NC_071447.1	158811683
SNN	0.0	NC_071453.1	15191229
SNRK	0.000263574	NC_071456.1	19891837
SNRNP48	0.00177305	NC_071445.1	21423079
SNRPD1	0.0	NC_071454.1	59590100
SNTB1	0.0	NC_071457.1	74932567
SNX1	0.0	NC_071451.1	8355615
SNX13	0.0	NC_071449.1	37917087
SNX14	0.0	NC_071445.1	87441828
SNX16	0.0	NC_071457.1	43205545
SNX19	6.284566666666665e-05	NC_071452.1	28433203
SNX24	0.0	NC_071443.1	83131368
SNX29	0.0	NC_071453.1	14811300
SNX30	0.0	NC_071442.1	158287264
SNX31	0.0	NC_071457.1	94572943
SNX9	0.0	NC_071445.1	160916156
SOAT1	0.00040429772727272725	NC_071459.1	17461919
SOCS4	0.0	NC_071451.1	85481881
SOCS7	0.00105116	NC_071446.1	115001302
SOD3	0.0	NC_071444.1	165221609
SOGA3	0.001177868888888889	NC_071445.1	130119653
SOHLH1	0.0	NC_071442.1	181276059
SON	0.000338983	NC_071462.1	37882021
SORBS1	8.818134508816121e-05	NC_071453.1	84832446
SORBS3	0.0004914	NC_071454.1	15822865
SORCS1	0.0	NC_071453.1	96277468
SORCS3	0.0	NC_071453.1	94652330
SORD	0.0	NC_071451.1	28293431
SORL1	0.0025434683333333333	NC_071452.1	18943541
SORT1	0.0	NC_071448.1	144472256
SOS2	0.0002901915	NC_071451.1	80497365
SOSTDC1	0.0013624	NC_071449.1	39297921
SOWAHB	0.000870322	NC_071444.1	117298336
SOX13	0.0	NC_071460.1	27534607
SOX15	0.0	NC_071446.1	70238547
SOX5	0.0	NC_071450.1	43787053
SOX6	3.744550643776824e-05	NC_071452.1	78626978
SP110	0.0	NC_071447.1	148169104
SP3	0.0	NC_071447.1	52293043
SP4	0.0	NC_071449.1	34068955
SP5	0.00019301300000000002	NC_071447.1	55600970
SP6	0.0	NC_071446.1	114533099
SPACA1	0.0	NC_071445.1	90304206
SPACA7	0.00934579	NC_071442.1	27219826
SPAG17	0.0014245025925925926	NC_071448.1	153274229
SPAG5	0.0	NC_071446.1	101084085
SPAG7	0.0	NC_071446.1	102587579
SPAG8	0.002873575	NC_071442.1	139741301
SPAG9	0.0	NC_071446.1	111437314
SPARC	0.0	NC_071443.1	48685728
SPART	0.0	NC_071446.1	151616862
SPATA16	0.0	NC_071458.1	6969969
SPATA18	0.0	NC_071444.1	140646565
SPATA24	0.0	NC_071443.1	35828763
SPATA3	0.0	NC_071447.1	148931780
SPATA5	0.0	NC_071444.1	70731119
SPATA5L1	0.0	NC_071451.1	28657858
SPATA6	0.0	NC_071448.1	82176456
SPATA6L	0.00436205	NC_071442.1	108017002
SPATA7	0.00664452	NC_071451.1	119134478
SPATS2L	0.0	NC_071447.1	117789651
SPDL1	0.0	NC_071443.1	30556852
SPECC1L	0.0	NC_071442.1	191919439
SPEF2	0.0	NC_071443.1	166572216
SPEG	0.0006897041630901287	NC_071447.1	137690813
SPEM2	0.0003679175	NC_071446.1	70054750
SPEM3	0.000147973	NC_071446.1	70057660
SPEN	0.0	NC_071448.1	50279672
SPG11	0.0	NC_071451.1	28081963
SPHK2	0.00230548	NC_071463.1	41075805
SPHKAP	0.0036842099999999994	NC_071447.1	146079941
SPIDR	0.0	NC_071457.1	6940113
SPIN4	0.0	NC_071464.1	57595819
SPINK5	0.0	NC_071443.1	44758462
SPINT1	0.0	NC_071451.1	41490239
SPIRE1	0.0	NC_071454.1	45046172
SPOCD1	0.0	NC_071448.1	65498618
SPOCK1	0.0	NC_071443.1	33382326
SPOCK3	0.0	NC_071444.1	23097197
SPON1	0.0	NC_071452.1	76573535
SPOP	0.0	NC_071446.1	112803789
SPOUT1	0.0	NC_071442.1	174469562
SPP1	0.0025641	NC_071444.1	105804129
SPPL2A	0.004950495	NC_071451.1	34191012
SPPL3	0.0028918179999999996	NC_071450.1	120397969
SPRED3	0.0003005218333333333	NC_071463.1	32512350
SPRING1	0.0	NC_071450.1	116274973
SPRYD3	0.0	NC_071450.1	62931381
SPSB4	0.0	NC_071458.1	36451627
SPTAN1	0.0003974564705882353	NC_071442.1	174241618
SPTB	8.707803030303029e-05	NC_071451.1	95299913
SPTBN5	0.0011862625	NC_071451.1	40515835
SPTLC1	0.0	NC_071442.1	93555637
SPTLC3	0.0	NC_071446.1	18110358
SPTSSB	0.0	NC_071458.1	16973206
SQLE	0.0	NC_071457.1	70570333
SRCAP	0.0	NC_071453.1	28039524
SRCIN1	0.0	NC_071446.1	115161838
SRD5A1	0.0	NC_071443.1	195976055
SREBF1	5.016363636363637e-05	NC_071446.1	65458998
SREBF2	0.00315805	NC_071442.1	186961580
SREK1	0.0	NC_071443.1	140090637
SRF	0.0006966218181818181	NC_071445.1	47766376
SRGAP1	0.0018315033333333333	NC_071450.1	51660497
SRGAP2	0.0015503866666666667	NC_071460.1	29915310
SRGAP3	0.0	NC_071456.1	60127376
SRP19	0.000790514	NC_071443.1	93851211
SRPK2	0.0	NC_071449.1	72828996
SRPRA	0.0	NC_071452.1	23687825
SRPX	0.0	NC_071464.1	37414693
SRPX2	0.0	NC_071464.1	93476449
SRRM2	7.901682352941177e-05	NC_071453.1	2674810
SRRT	0.0	NC_071443.1	10896958
SRSF11	0.0	NC_071448.1	104592915
SRSF12	0.000498754	NC_071445.1	91328348
SRSF3	0.00022537766666666666	NC_071445.1	41015604
SRSF8	0.000114837	NC_071452.1	41921080
SS18	0.002104375	NC_071454.1	64343278
SSB	0.0	NC_071447.1	56563138
SSH1	0.00015767866666666666	NC_071450.1	108170902
SSH2	0.0	NC_071446.1	100025946
SSPOP	0.0	NC_071449.1	95287132
SSRP1	0.0	NC_071452.1	111652825
ST18	0.0	NC_071457.1	2429345
ST3GAL1	0.000410004	NC_071457.1	62160029
ST3GAL2	0.000795755	NC_071461.1	28173253
ST3GAL3	0.0	NC_071448.1	77641787
ST3GAL4	0.0	NC_071452.1	23833775
ST3GAL6	0.0	NC_071456.1	83878962
ST6GALNAC3	0.00846775	NC_071448.1	110889950
ST6GALNAC6	0.0	NC_071442.1	173567274
ST7	0.0	NC_071449.1	85020758
ST8SIA2	0.000216732	NC_071447.1	19777068
ST8SIA3	0.000146649	NC_071454.1	95471171
ST8SIA4	0.000957245	NC_071443.1	106373025
ST8SIA5	0.0	NC_071454.1	84848257
STAB1	0.0009599127358490564	NC_071456.1	28799685
STAB2	0.0	NC_071450.1	103047600
STAC	0.0	NC_071458.1	67566242
STAG1	0.0	NC_071458.1	40564764
STAG2	0.0	NC_071464.1	115751948
STAG3	0.0	NC_071443.1	11429830
STAMBPL1	0.0	NC_071453.1	78105724
STAP1	0.0	NC_071444.1	125938254
STARD10	0.00479616	NC_071452.1	64911381
STARD13	0.000245601125	NC_071446.1	148471221
STARD3	0.0	NC_071446.1	116205561
STARD8	0.0	NC_071464.1	62817745
STARD9	0.000145617	NC_071451.1	26169437
STAT1	0.0	NC_071447.1	34519710
STAT2	0.00030722000000000003	NC_071450.1	59729038
STAT6	0.0	NC_071450.1	59036943
STAU2	0.0	NC_071457.1	27479161
STC2	0.0	NC_071443.1	62481971
STEAP2	0.0006906075	NC_071449.1	56646966
STEAP3	0.00195077	NC_071447.1	100343784
STIM1	0.0	NC_071452.1	66211982
STK10	0.0006082733333333334	NC_071443.1	61154044
STK19	0.0	NC_071445.1	35626328
STK26	0.0	NC_071464.1	123552105
STK31	0.0	NC_071449.1	31646568
STK32A	0.00039336	NC_071443.1	43825544
STK32B	0.0	NC_071444.1	181875346
STK33	0.0	NC_071452.1	71200697
STK35	0.0	NC_071446.1	7609325
STK38L	0.0	NC_071450.1	40377730
STK39	0.0	NC_071447.1	58215625
STK40	0.000212224	NC_071448.1	70005547
STKLD1	0.0	NC_071442.1	179091424
STMN4	0.0	NC_071454.1	11317737
STMND1	0.0	NC_071445.1	12013381
STOML1	0.0	NC_071451.1	18371171
STON2	0.0	NC_071451.1	112251710
STOX1	0.0	NC_071453.1	58110268
STOX2	0.00148148	NC_071444.1	5479359
STPG2	0.0	NC_071444.1	95691356
STRA6	0.0	NC_071451.1	18503962
STRBP	4.1687500000000005e-06	NC_071442.1	168790367
STRC	0.00015432098765432098	NC_071451.1	27095012
STRIP1	0.0	NC_071448.1	145165613
STRIP2	0.0	NC_071449.1	115012272
STRN3	0.0	NC_071451.1	61227342
STRN4	0.0007399188235294118	NC_071463.1	39281446
STX16	0.0	NC_071446.1	51992554
STX18	0.0	NC_071444.1	180940212
STX1A	0.00478469	NC_071443.1	8029443
STX3	0.0	NC_071452.1	113860198
STX5	0.0	NC_071452.1	116885467
STX6	0.0	NC_071459.1	32968146
STX7	0.0	NC_071445.1	135238138
STX8	0.0	NC_071446.1	72190845
STXBP1	0.0	NC_071442.1	173359893
STXBP3	0.0	NC_071448.1	143922638
STXBP4	0.0	NC_071446.1	107106075
STXBP5	0.0	NC_071445.1	150177848
STXBP5L	0.00025692399999999995	NC_071456.1	75600971
STYXL2	0.0	NC_071459.1	28636110
SUCLG2	0.0	NC_071456.1	43029304
SUCO	0.0	NC_071459.1	23722051
SUGCT	0.005963316153846154	NC_071449.1	7758726
